genres,title_x,actors,TMDB_Genre,Vote_Average,Vote_Count
Drama,Bioscopewala,Danny Denzongpa|Geetanjali Thapa|Adil Hussain|Tisca Chopra|Brijendra Kala|Ekavali Khanna|Maya Sarao|Miraya Suri|Prisha Dabbas|Sahra Khan Sahibi|Simon Frenay|Shashi Bhushan|Subroto Sarkar|Sumit Sarkar|,Drama,0.0,0.0
Action|Drama,Bhavesh Joshi Superhero,Harshvardhan Kapoor|Priyanshu Painyuli|Ashish Verma|Shreiyah Sabharwal|Pratap Phad|Chinmay Mandlekar|Nishikant Kamat|Ram Kishan Dhakad|Hrishikesh Joshi|,"Action, Drama",7.4,39.0
Comedy|Crime|Drama,Phamous,Jimmy Sheirgill|Shriya Saran|Kay Kay Menon|Pankaj Tripathi|Jackie Shroff|Mahie Gill|Brijendra Kala|Achyut Potdar|Deep Raj Rana|Jameel Khan|Samvedna Suwalka|Karan Patel|Padmavati Rao|Satyadeep Misra|,"Crime, Drama, Romance",6.0,3.0
Action|Thriller,Race 3,Anil Kapoor|Salman Khan|Bobby Deol|Jacqueline Fernandez|Daisy Shah|Saqib Saleem|Freddy Daruwala|,"Thriller, Action, Crime, Adventure",4.008,63.0
Comedy|Drama|Romance,Dhadak,Ishaan Khattar|Janhvi Kapoor|Ashutosh Rana|Aditya Kumar|Kharaj Mukherjee|Ankit Bisht|Shalini Kapoor|Aishwarya Narkar|Usha Shree|Sartaj Ansari|Hempushpak Arora|Aishwarya Avinash|Vishwanath Chatterjee|Alok Ranjan Chaudhary|,"Drama, Family, Romance",6.769,134.0
Biography|Drama,Sanju,Ranbir Kapoor|Paresh Rawal|Manisha Koirala|Vicky Kaushal|Dia Mirza|Anushka Sharma|Sonam Kapoor|Jim Sarbh|Karishma Tanna|Boman Irani|Ashnoor Kaur|Siya|Tabu|Sayaji Shinde|,"Drama, Action, Comedy",7.948,582.0
Action|Crime|Drama,Saheb Biwi Aur Gangster 3,Sanjay Dutt|Jimmy Sheirgill|Mahie Gill|Chitrangda Singh|Kabir Bedi|Deepak Tijori|Pamela Singh Bhutoria|Soha Ali Khan|Nafisa Ali|Deep Raj Rana|Zakir Hussain|Manas Thakkar|Rishina Kandhari|Kanika Dang|,"Action, Drama, Thriller",6.2,4.0
Comedy|Romance,Nawabzaade,Dharmesh Yelande|Punit Pathak|Raghav Juyal|Isha Rikhi|,"Comedy, Romance",4.6,5.0
Drama,Mulk,Taapsee Pannu|Rishi Kapoor|Prateik|Ashutosh Rana|Neena Gupta|Ashrut Jain|Simran Nisha|,,0.0,0.0
Comedy|Crime|Drama,Brij Mohan Amar Rahe,Arjun Mathur|Nidhi Singh|Sheetal Thakur|Manav Vij|Aanchal Chauhan|Sunny Hinduja|Vijayant Kohli|Yogendra Tiku|Lokesh Mittal|Jitendra Gupta|,"Comedy, Drama",5.0,12.0
Comedy|Drama,Karwaan,Irrfan Khan|Dulquer Salmaan|Mithila Palkar|Amala Akkineni|Akash Khurana|Kriti Kharbanda|Donna Munshi|Abir Abrar|Beena Banerjee|Siddharth Menon|Adrika Shetty|Sameer Saxena|Kallirroi Tziafeta|Richard John Lovatt|,"Adventure, Comedy",7.247,81.0
Drama|History|Sport,Gold,Akshay Kumar|Mouni Roy|Kunal Kapoor|Amit Sadh|Viineet Kumar|Sunny Kaushal|Nikita Dutta|Andrew Havill|Manjit Singh|Christopher James Burton|Kumud Pant|Varun Raj|Sam Succoi|Bhawsheel Sahni|,"Adventure, Drama, Thriller",6.621,1579.0
Action|Thriller,Satyameva Jayate,John Abraham|Manoj Bajpayee|Aisha Sharma|Amruta Khanvilkar|Manish Chaudhary|Myrah Dandekar|Devdutta Nage|Nora Fatehi|,"Action, Thriller",6.569,51.0
Comedy,Happy Phirr Bhag Jayegi,Sonakshi Sinha|Diana Penty|Jimmy Sheirgill|Ali Fazal|Piyush Mishra|Jassie Gill|Denzil Smith|Jason Tham|Bijou Thaangjam|Jeeveshu Ahluwalia|Gaurav Dixit|Ashu Sharma|,"Drama, Romance, Comedy",6.8,8.0
Action|Thriller,Genius,Utkarsh Sharma|Ishita Chauhan|Mithun Chakraborty|Ayesha Jhulka|Nawazuddin Siddiqui|,"History, Drama",6.482,654.0
Action|Comedy,Yamla Pagla Deewana: Phir Se,Dharmendra|Sunny Deol|Bobby Deol|Kriti Kharbanda|Asrani|Satish Kaushik|Binnu Dhillon|,"Comedy, Drama",3.889,9.0
Comedy|Horror,Stree,Rajkummar Rao|Shraddha Kapoor|Pankaj Tripathi|Aparshakti Khurana|Abhishek Banerjee|Ram Kishan Dhakad|Atul Srivastava|Vijay Raaz|Aakash Dabhade|Nora Fatehi|Kriti Sanon|Flora Saini|,,5.0,1.0
Action|Drama|History,Paltan,Jackie Shroff|Arjun Rampal|Sonu Sood|Gurmeet Choudhary|Abdul Quadir Amin|Siddhant Kapoor|Harshvardhan Rane|Luv Sinha|Abhilash Chaudhary|Esha Gupta|Bijou Thaangjam|Sonal Chauhan|Monica Gill|Dipika Kakar|,"War, Drama, Action",6.0,11.0
Drama|Romance,Laila Majnu,Avinash Tiwary|Tripti Dimri|Sumit Kaul|Abrar Qazi|Sahiba Bali|Mir Sarwar|Benjamin Gilani|Parmeet Sethi|Farhana Bhat|Shagufta Ali|Sujata Sehgal|Vasundhara Kaul|Zameer Ashai|Shahid Gulfam|,"Drama, History",0.0,0.0
Drama|Thriller,Gali Guleiyan,Manoj Bajpayee|Ranvir Shorey|Neeraj Kabi|Shahana Goswami|Om Singh|Arbaaz Khan|Shruti Sharma|Ashwath Bhatt|Robin Das|Durga Sharma Shrivastva|,"Thriller, Drama",6.8,5.0
Drama|Family,Halkaa,Paoli Dam|Vipin Katyal|Ranvir Shorey|Tathastu|,Drama,5.6,7.0
Action|Comedy|Drama,Pataakha,Sanya Malhotra|Radhika Madan|Sunil Grover|Vijay Raaz|Namit Das|Abhishek Duhan|Saanand Verma|Usha Nagar|Dev Rajora|,"Action, Comedy, Drama",6.9,19.0
Drama,Batti Gul Meter Chalu,Shahid Kapoor|Shraddha Kapoor|Divyendu Sharma|Yami Gautam|Sushmita Mukherjee|Samir Soni|Ashrut Jain|,"Comedy, Drama",5.979,24.0
Drama,Love Sonia,Abhishek Bharate|Riya Sisodiya|Mrunal Thakur|Adil Hussain|Kiran Khoje|Saroj Sharma|Bhavik Jain|Sonali Jain|Rahul Goyal|Sai Tamhankar|D.P. Singh|Anupam Kher|Nikita Aggarwal|Ankur Vikal|,Drama,7.545,22.0
Biography|Drama,Manto,Nawazuddin Siddiqui|Rasika Dugal|Tahir Raj Bhasin|Nazma Ali Shaikh|Ashwini Giri|Neeraj Sood|Purab Kohli|Swanand Kirkire|Chittaranjan Tripathy|Vihaan Das Maskara|Nishith Dadhich|Sunil Kamath|Priyanka Misal|Suhas Joshi|,"Drama, History",7.4,44.0
Comedy|Romance,Ishqeria,Manish Anand|Raj Babbar|Richa Chadha|Juby Devasia|Lata Gandi|Gurbani|Bikramjeet Kanerwal|Mustaq Khan|Ehsaas Madan|Neil Nitin Mukesh|Rajni Nayyar|Sanaya Pithawalla|Mrudula Sathe|Mrinalini Sharma|,"Comedy, Romance",5.3,3.0
Romance,Manmarziyaan,Taapsee Pannu|Abhishek Bachchan|Vicky Kaushal|Jasmin Bajwa|Ashnoor Kaur|Swairaj Sandhu|Neelu Kohli|Poonam Shah|Priyanka Shah|Sukhmani Sadana|Saurabh Sachdeva|Arshpreet Singh|,"Romance, Drama",7.0,57.0
Comedy,Mitron,Jackky Bhagnani|Kritika Kamra|Prateik|Perlene Bhersaina|Rishi Panchal|Neha Reddy|,"Romance, Comedy, Family",6.2,9.0
Comedy|Drama,Sui Dhaaga,Anushka Sharma|Varun Dhawan|Raghuvir Yadav|Ashish Verma|Siddharth Bhardwaj|Komal Chhabria|Namit Das|Anirban Bhattacharyya|Jeetendra Shastri|Komal Singh|Priyanka Arya|Sidharth Bhardwaj|Yamini Das|Mahesh Sharma|,"Comedy, Drama, Family",7.0,77.0
Crime|Drama|Thriller,Baazaar,Radhika Apte|Saif Ali Khan|Chitrangda Singh|Danish Husain|Denzil Smith|Pawan Chopra|Manish Chaudhary|Rohan Vinod Mehra|Karan Singh Chhabra|Mukesh Hariawala|Sahil Sangha|Mayur Bansiwal|Sonia Balani|Sai Gundewar|,"Crime, Drama, Thriller",6.0,26.0
Drama,Jalebi,Rhea Chakraborty|Varun Mitra|Digangana Suryavanshi|Arya Poorti|Mahesh Thakur|,Drama,0.0,0.0
Comedy,FryDay,Govinda|Varun Sharma|Sanjay Mishra|Rajesh Sharma|Digangana Suryavanshi|Prabhleen Sandhu|,Comedy,6.5,2.0
Drama|Fantasy|Horror,Tumbbad,Sohum Shah|Jyoti Malshe|Anita Date|Ronjini Chakraborty|Deepak Damle|,"Fantasy, Horror",7.485,234.0
Drama,Helicopter Eela,Kajol|Riddhi Sen|Tota Roy Chowdhury|Neha Dhupia|,Drama,6.3,12.0
Comedy|Drama|Romance,Namaste England,Arjun Kapoor|Parineeti Chopra|Atul Sharma|Aditya Seal|Joakim Skarli|Sammy John Heaney|Shreya Mehta|Vaunisha Kapoor|Sonia Goswami|Hiten Patel|Satish Kaushik|Manoj Anand|Katie Iqbal|Alankrita Sahai|,"Comedy, Romance",5.182,11.0
Crime|Thriller,Andhadhun,Ayushmann Khurrana|Tabu|Radhika Apte|Anil Dhawan|Manav Vij|Ashwini Kalsekar|Chhaya Kadam|Zakir Hussain|Rashmi Agdekar|Abhishek Shukla|Mohini Kewalramani|Nikitasha Kapoor|Saumin Patel|Hera Sajid|,"Crime, Mystery, Thriller, Comedy",7.665,481.0
Comedy|Drama,Badhaai Ho,Ayushmann Khurrana|Sanya Malhotra|Neena Gupta|Gajraj Rao|Surekha Sikri|Sheeba Chaddha|Shardul Rana|Rahul Tewari|Arun Kalra|,"Comedy, Romance, Drama",7.204,135.0
Comedy|Drama|Romance,5 Weddings,Nargis Fakhri|Rajkummar Rao|Bo Derek|Candy Clark|Anneliese van der Pol|Suvinder Vicky|Mariana Paola Vicente|Saru Maini|Robert Palmer Watkins|Dawn Richard|,"Drama, Comedy, Romance",5.1,6.0
Thriller,Kaashi in Search of Ganga,Aishwarya Devan|Kranti Prakash Jha|Manoj Joshi|Sharman Joshi|Shahnawaz Khan|Zara Khan|Mugdha Meharia|Akhilendra Mishra|Govind Namdeo|Manoj Pahwa|Gauri Shankar|Priyanka Singh|Mehul Surana|Joginder Tiwari|,"Thriller, Drama",4.2,4.0
Action|Thriller,Dassehra,Neil Nitin Mukesh|Tina Desai|Manish Vatssalya|Govind Namdev|Ashwini Kalsekar|Murli Sharma|Shubhangi Gokhale|Scarlett Mellish Wilson|Pankaj Jha|Nisa Deys|Pooja Welling|,Thriller,10.0,1.0
Drama,The Journey of Karma,Shakti Kapoor|Poonam Pandey|,Drama,2.0,1.0
Comedy|Family,Jack and Dil,Amit Sadh|Arbaaz Khan|Sonal Chauhan|Evelyn Sharma|Rajdeep Choudhury|Sudip Sarangi|Sachin Parikh|,N/A,,
Comedy|Drama,Mohalla Assi,Sunny Deol|Sakshi Tanwar|Ravi Kishan|Saurabh Shukla|Mukesh Tiwari|Rajendra Gupta|Mithilesh Chaturvedi|Seema Azmi|,Drama,7.0,3.0
Drama|Thriller,Pihu,Rahul Bagga|Pihu Myra Vishwakarma|,"Thriller, Drama",7.5,82.0
Action|Comedy|Drama,Bhaiaji Superhit,Sunny Deol|Preity Zinta|Arshad Warsi|Ameesha Patel|Shreyas Talpade|Jaideep Ahlawat|Sanjay Mishra|Brijendra Kala|Amit Mistry|Hemant Pandey|Mukul Dev|Pankaj Tripathi|Ranjeet|Ashmita Kaur Bakshi|,"Action, Thriller, Comedy",4.0,4.0
Comedy|Drama|Family,Rajma Chawal,Amyra Dastur|Aparshakti Khurana|Rishi Kapoor|Mukesh Chhabra|Nirmal Rishi|Sheeba Chaddha|Brijendra Kala|Manu Rishi Chadha|Anirudh Tanwar|Harish Khanna|Diksha Juneja|Jeetendra Shastri|Mahesh Balraj|Chirag Khatri|,"Comedy, Drama, Family",6.529,17.0
Comedy|Drama|Romance,Zero,Shah Rukh Khan|Anushka Sharma|Katrina Kaif|Mohammed Zeeshan Ayyub|Abhay Deol|Madhavan|,"Animation, Drama",7.2,59.0
Action|Comedy|Drama,Simmba,Ranveer Singh|Sara Ali Khan|Sonu Sood|Ashutosh Rana|Siddarth Jadhav|Vaidehi Parshurami|Ulka Gupta|Suchitra Bandekar|Sulabha Arya|Ashwini Kalsekar|Neha Mahajan|Nandu Madhav|Shriswara|Sarita Joshi|,"Action, Comedy, Crime, Drama",6.086,77.0
Action|Adventure|Thriller,Tiger Zinda Hai,Salman Khan|Katrina Kaif|Anupriya Goenka|Paresh Rawal|Nawab Shah|Zachary Coffin|Angad Bedi|Kumud Mishra|Danish Bhatt|Ryan Sturz|Girish Karnad|Kashmira Irani|Varun V. Sharma|Vibhoutee Sharma|,"Action, Adventure, Thriller",6.106,141.0
Action|Comedy|Fantasy,Golmaal Again,Ajay Devgn|Arshad Warsi|Tusshar Kapoor|Shreyas Talpade|Kunal Khemu|Parineeti Chopra|Tabu|Neil Nitin Mukesh|Prakash Raj|Johnny Lever|Sanjay Mishra|Mukesh Tiwari|Uday Tikekar|Vrajesh Hirjee|,"Comedy, Horror, Action, Fantasy",5.444,90.0
Action|Comedy,Judwaa 2,Varun Dhawan|Jacqueline Fernandez|Taapsee Pannu|Anupam Kher|Sachin Khedekar|Prachee Shah Paandya|Upasna Singh|Rajpal Yadav|Vivan Bhatena|Zakir Hussain|Manoj Joshi|Charlie Carter|Fernanda Diniz|Benny Bereal|,"Action, Comedy, Romance",5.426,101.0
Drama|Romance,Ok Jaanu,Shraddha Kapoor|Naseeruddin Shah|Aditya Roy Kapoor|Srishti Shrivastava|Kitu Gidwani|Vibhoutee Sharma|Sarika Singh|Sanjay Gurbaxani|Jasmeet Singh Bhatia|Paul Varghese|Anil Khopkar|Leela Samson|Balkrishna Doshi|Neeraj Goswami|,"Drama, Romance",5.845,58.0
Comedy,Coffee with D,Sunil Grover|Zakir Hussain|Dipannita Sharma|Rajesh Sharma|,Comedy,5.1,11.0
Action|Drama|Thriller,Kaabil,Hrithik Roshan|Yami Gautam|Ronit Roy|Rohit Roy|Narendra Jha|Girish Kulkarni|Sahidur Rahaman|Suresh Menon|,"Action, Thriller, Drama",6.836,125.0
Action|Crime|Drama,Raees,Raj Arjun|Shubham Chintamani|Shubham Tukaram|Yug|Sagar|Sheeba Chaddha|Loveleen Mishra|Utkarsh Mazumdar|Prasoon Narayan|Avinash Razdan|Nishad Raj Rana|Ashok|Atul Kulkarni|Mahendra Shrivas|,"Thriller, Action, Crime",6.7,215.0
Action|Adventure,Thugs of Hindostan,Aamir Khan|Katrina Kaif|Amitabh Bachchan|Fatima Sana Shaikh|Lloyd Owen|Ronit Roy|Joe Azzopardi|Terence J. Rotolo|Mohammed Zeeshan Ayyub|Sharat Saxena|Shaji Chaudhary|Satyadev Kancharana|Bilal Hossein|Abdul Quadir Amin|,"Adventure, Action",5.52,101.0
Action|Comedy,Hind Ka Napak Ko Jawab: MSG Lion Heart 2,Gurmeet Ram Rahim Singh|Honeypreet Insan|,"Action, Comedy",6.0,1.0
Comedy|Romance,Running Shaadi,Arsh Bajwa|Taapsee Pannu|Richa Meena|Amit Sadh|Inder Pal Singh|Brijendra Kala|,"Comedy, Romance",6.1,7.0
Action|Thriller|War,The Ghazi Attack,Rana Daggubati|Kay Kay Menon|Atul Kulkarni|Om Puri|Nassar|Rahul Singh|Milind Gunaji|Taapsee Pannu|,"Action, War, Thriller, History",6.976,83.0
Drama|Mystery|Thriller,Irada,Naseeruddin Shah|Arshad Warsi|Divya Dutta|Sharad Kelkar|Sagarika Ghatge|Rajesh Sharma|Rumana Molla|Nikhil Pandey|Prashantt Guptha|Diwakar Kumar|Harmeet Kaur|Savita Bhatti|Prince Soni|Rohan Shah|,Thriller,7.0,15.0
Action|Drama|History,Rangoon,Kangana Ranaut|Shahid Kapoor|Saif Ali Khan|Manav Vij|Ujjwal Chopra|Kuldeep Sareen|Saharsh Kumar Shukla|Rushad Rana|Shriswara Dubey|Gajraj Rao|Pooja Sarup|Atul Kumar|Richard McCabe|Alex Avery|,"Drama, Thriller",6.6,78.0
Drama,Wedding Anniversary,Nana Patekar|Mahie Gill|Priyanshu Chatterjee|,Drama,3.0,1.0
Drama,Jeena Isi Ka Naam Hai,Arbaaz Khan|Himansh Kohli|Ashutosh Rana|Manjari Fadnnis|Prem Chopra|Rati Agnihotri|Supriya Pathak|Aayam Mehta|Hannah Panneriy|Roma Bali|Ashok Banthia|Raju Kher|Poonam Labana|Bhanu Pratap Singh|,Drama,2.0,1.0
Comedy|Drama|Romance,Badrinath Ki Dulhania,Varun Dhawan|Alia Bhatt|Sahil Vaid|Swanand Kirkire|Rituraj Singh|Yash Sinha|Rajendra Sethi|Brahma Mishra|Shweta Basu Prasad|Leena Prabhu|Kanupriya Pandit|Sukhmani Lamba|Akansha Singh|Gauhar Khan|,"Drama, Comedy, Romance",6.384,125.0
Action|Drama|Thriller,Trapped,Rajkummar Rao|Geetanjali Thapa|Shiladitya Sen|Rahul Patel|Rahul Dutta|Vishwas|Girish|Malay Garg|Rajiv Khanna|Yogendra Vikram Singh|Patrick Graham|Hardik Mehta|Vivek Soni|Anup Rupanwar|,"Action, Crime, Thriller, Drama",6.2,543.0
Action,Aa Gaya Hero,Govinda|Richa Sharma|Poonam Pandey|Sweta Sharma|Chandrachur Singh|Makrand Deshpande|,Action,5.9,6.0
Drama|Family,Mantra,Rajat Kapoor|Kalki Koechlin|Shiv Panditt|Adil Hussain|Lushin Dubey|,,7.3,3.0
Comedy|Drama|Fantasy,Phillauri,Anushka Sharma|Diljit Dosanjh|Suraj Sharma|Mehreen Pirzada|Manav Vij|Salima Raza|Raza Murad|Abhishek Banerjee|Nidhi Bisht|Sunil Mehra|Suparna Marwah|Hobby Dhaliwal|Shabnam Vadhera|Hassan Saad|,"Fantasy, Comedy, Romance, Drama",6.306,31.0
Action|Mystery|Romance,Machine,Kiara Advani|Rishabh Arora|Mustafa Burmawala|Shabbir Burmawala|Carla Dennis|Supriya Karnik|Johnny Lever|Mridanjali Rawal|Ronit Roy|Sharat Saxena|Kishori Shahane|Eshaan Shanker|Dalip Tahil|Vivek Vaswani|,Documentary,6.5,2.0
Comedy,Bhanwarey,Shaurya Singh|Karhan Dev|Jashan Singh Kohli|Priyanka Shukla|Manoj Bakshi|,Comedy,0.0,0.0
Drama,Anaarkali of Aarah,Pankaj Tripathi|Swara Bhaskar|Sanjay Mishra|Mayur More|Harsh Hansraj|Ishtiyak Khan|Vishwa Bhanu|Suman Patel|,Drama,6.8,11.0
Action|Thriller,Naam Shabana,Taapsee Pannu|Akshay Kumar|Manoj Bajpayee|Taher Shabbir|Virendra Saxena|Prithviraj Sukumaran|Danny Denzongpa|Madhurima Tuli|Murli Sharma|Anupam Kher|,Thriller,5.653,49.0
Comedy|Drama,Hotel Salvation,Adil Hussain|Lalit Behl|Geetanjali Kulkarni|Palomi Ghosh|Navnindra Behl|Anil K. Rastogi|,"Comedy, Drama",6.8,29.0
Action|Drama|History,Begum Jaan,Amitabh Bachchan|Flora Saini|Vidya Balan|Naseeruddin Shah|Pallavi Sharda|Chunky Pandey|Gauhar Khan|Mishti|Priyanka Setia|Rajesh Sharma|Ashish Vidyarthi|Rajit Kapoor|Vivek Mushran|Pitobash|,"Action, Drama, History",6.0,21.0
Comedy|Drama,Noor,Sunny Leone|Sonakshi Sinha|Purab Kohli|Chloé Booyens|Rudhraksh Jaiswal|Manish Chaudhary|Suchitra Pillai|Sippora Zoutewelle|Smita Tambe|Vaibhav Raj Gupta|Kanan Gill|Gareth Lawrence|Shibani Dandekar|M.K. Raina|,"Comedy, Romance, Drama, Adventure",4.5,19.0
Biography|History,Ek Thi Rani Aisi Bhi,Hema Malini|Vinod Khanna|Sachin Khedekar|Rajesh Shringarpure|,N/A,,
Thriller,Maatr,Raveena Tandon|Madhur Mittal|Siddharth Bhardwaj|Anurag Arora|Saheem Khan|Piyush Kaushik|Rushad Rana|Kuldeep Sharma|Alisha Khan|Divya Jagdale|Bhuvan Kaila|Sidharth Bhardwaj|Neetu Chaudhary|Deepak Mor|,"Thriller, Drama",6.0,3.0
Action|Crime|Drama,Sarkar 3,Amitabh Bachchan|Yami Gautam|Abhishek Bachchan|Jackie Shroff|Manoj Bajpayee|Amit Sadh|Rohini Hattangadi|Ronit Roy|Supriya Pathak|Bharat Dabholkar|Parag Tyagi|Bajrangbali Singh|,Crime,5.5,15.0
Comedy,Jattu Engineer,Amardeep Insan|Ashok Insan|Divya Insan|Ishwar Insan|Jaswinder Insan|Manoj Insan|Rajesh Insan|Rakesh Insan|Raman Insan|Randhir Insan|Satish Insan|Satyawan Insan|Sukhottam Insan|Vishu Insan|,"Comedy, Drama",6.0,1.0
Drama|Romance,Half Girlfriend,Shraddha Kapoor|Dalip Sondhi|Arjun Kapoor|Vikrant Massey|Rhea Chakraborty|Greg Kriek|Anisa Butt|Carishma Basday|Seema Biswas|Paula McGlynn|Adam Davenport|Vikas Mandaliya|Aaron Latta-Morissette|Hugo Salazar Jr.|,"Romance, Drama",6.368,72.0
Comedy|Drama|Romance,Meri Pyaari Bindu,Ayushmann Khurrana|Parineeti Chopra|Anirban Chakraborty|Malvika Sitlani|Nishant Dahiya|Chandrachoor Rai|Prakash Belawadi|Amrita Bagchi|Aarnaa Sharma|Rajatabha Dutta|Kharaj Mukherjee|Abish Mathew|June Malia|Aparajita Adhya|,"Drama, Romance",6.171,38.0
Documentary|Sport,Sachin: A Billion Dreams,Sachin Tendulkar|Mayur More|Mayuresh Pem|,"Documentary, Drama",7.339,28.0
Comedy|Drama,Hindi Medium,Irrfan Khan|Saba Qamar|Dishita Sehgal|Deepak Dobriyal|Swati Das|Amrita Singh|Sumit Gulati|Angshuman Nandi|Neha Dhupia|Sahani|Arha Mahajan|Shiva Kumar|Sachin Kumar|Kiran Khoje|,"Comedy, Drama",7.288,165.0
Comedy|Drama|Romance,Sweetiee Weds NRI,Himansh Kohli|Zoya Afroz|Darshan Jariwala|Kiran Juneja|Adi Irani|Ankit Arora|Shekhar Shukla|Shreyas Porus Pardiwalla|Babloo Mukherji|Farzil Pardiwalla|Vikrant Sakhalkar|Sadhvi Singh|Arjun Singh Mehta|,"Comedy, Drama, Romance",3.5,2.0
Horror|Mystery,Dobaara: See Your Evil,Adil Hussain|Huma Qureshi|Madalina Bellariu Ion|Lisa Ray|Saqib Saleem|,Horror,4.7,3.0
Crime|Mystery|Thriller,Flat 211,Jayesh Raj|Sonal Singh|Samonica Shrivastava|Digvijay Singh|Danish Kohli|Gautam Vig|Arif Bhaldar|Rahul Taneja|Pooja Gajria|Shailesh Upadhyay|Moumita Moitra|Piya Bhatnagar|Ravi Kaiwart|Jai Soni|,"Crime, Mystery, Thriller",2.0,1.0
Drama|Romance,Dear Maya,Manisha Koirala|Madiha Imam|Shreya Chaudhary|,Drama,6.5,20.0
Action|Adventure|Drama,Raabta,Deepika Padukone|Kriti Sanon|Sushant Singh Rajput|Rajkummar Rao|Varun Sharma|Jim Sarbh|Vikas Verma|Karan Singh Chhabra|Suneel Sinha|Manpreet Toor|Rina Fatania|Nidhi Subbaiah|Rachita Singh|Jashan Singh Kohli|,,0.0,0.0
Comedy,Behen Hogi Teri,Rajkummar Rao|Shruti Haasan|Gautam Gulati|Darshan Jariwala|Ninad Kamat|Ranjeet|,"Romance, Comedy, Drama",6.077,71.0
Drama|War,Tubelight,Salman Khan|Sohail Khan|Om Puri|Mohammed Zeeshan Ayyub|Yashpal Sharma|Zhu Zhu|Matin Rey Tangu|Brijendra Kala|Isha Talwar|Jason D'Souza|Matt Kramer|Neeraj Khetarpal|Kapil Sharma|Mitansh Lulla|,"Drama, War",5.35,80.0
Action|Comedy|Thriller,Bank Chor,Riteish Deshmukh|Vivek Oberoi|Rhea Chakraborty|Sahil Vaid|Bhuvan Arora|Vikram Thapa|Vikram Gokhale|Upendra Limaye|Naveen Kaushik|Sandesh Kulkarni|Baba Sehgal|Ramakant Dayma|Harpal Singh Sokhi|Suresh Venkat|,"Comedy, Crime, Thriller",5.0,20.0
Drama,Ek Haseena Thi Ek Deewana Tha,Shiv Darshan|Natasha Fernandez|Upen Patel|Lalit Tiwari|Krishan Tandon|Dimppy Ramdayal|Rumi Khan|Soni Kaur|,"History, Thriller",5.0,1.0
Action|Adventure|Comedy,Jagga Jasoos,Ranbir Kapoor|Katrina Kaif|Saswata Chatterjee|Chitrak Bandyopadhyay|Sayani Gupta|Saravajeet Tiwari|Nawazuddin Siddiqui|Mir Sarwar|Jimmeey Sirole|Saurabh Shukla|Yulian Caesar|Sarika Singh|Bijou Thaangjam|Denzil Smith|,"Adventure, Comedy, Mystery, Romance",6.1,90.0
Drama|Romance,Shab,Ashish Bisht|Simon Frenay|Areesz Ganddi|Gaurav Nanda|Arpita Pal|Raj Suri|Sanjay Suri|Raveena Tandon|,"Drama, Romance",7.5,2.0
Drama,Lipstick Under My Burkha,Aahana Kumra|Ratna Pathak Shah|Konkona Sen Sharma|Plabita Borthakur|,"Comedy, Drama",6.837,99.0
Drama|Short,Bachche Kachche Sachche,Manoj Babani|Mukesh Tiwari|,"Comedy, Drama",10.0,1.0
Drama,G Kutta Se,Rajveer Ankur Singh|Neha Chauhan|Vibha Tyagi|,Drama,5.5,1.0
Drama|History|Thriller,Indu Sarkar,Kirti Kulhari|Tota Roy Chowdhury|Neil Nitin Mukesh|Ankur Vikal|Sheeba Chaddha|Parvin Dabas|Abhinav Sharma|Anupam Kher|Manav Vij|Rashmi Jha|Ganesh Kumar|Ishika Taneja|Bikramjeet Kanwarpal|Mujtaba Aziz Khan|,"Drama, History",5.0,6.0
Comedy|Drama|Romance,Jab Harry Met Sejal,Shah Rukh Khan|Anushka Sharma|Björn Freiberg|Martavious Gayles|Bruce Huther|Attila G. Kerekes|Christina Murphy|Daxesh Patel|Rana Ranbir|Chandan Roy Sanyal|Evelyn Sharma|Manjot Singh|Anjan Srivastav|Aru Krishansh Verma|,"Comedy, Drama, Romance",6.5,179.0
Action|Drama|Music,Munna Michael,Tiger Shroff|Nidhhi Agerwal|Nawazuddin Siddiqui|,"Music, Action",6.034,44.0
Comedy|Drama,Toilet: Ek Prem Katha,Akshay Kumar|Bhumi Pednekar|Sudhir Pandey|Divyendu Sharma|Anupam Kher|Atul Srivastava|Shubha Khote|,"Comedy, Drama, Romance",6.8,185.0
Comedy|Romance,Mubarakan,Anil Kapoor|Arjun Kapoor|Ileana D'Cruz|Athiya Shetty|Neha Sharma|Viineet Kumar|Pavan Malhotra|Ratna Pathak Shah|Karan Kundrra|Anil Charanjeett|Rahul Dev|Monisha Hassen|Gurpal Singh|Mohit Chhabra|,"Comedy, Drama",6.3,41.0
Comedy,Guest iin London,Kartik Aaryan|Kriti Kharbanda|Paresh Rawal|Tanvi Azmi|Sanjay Mishra|Naveen Kaushik|,Comedy,5.37,27.0
Comedy|Romance,Bareilly Ki Barfi,Ayushmann Khurrana|Kriti Sanon|Rajkummar Rao|Pankaj Tripathi|Rohit Choudhary|Swati Semwal|,"Romance, Comedy",6.756,162.0
Action|Crime|Thriller,Babumoshai Bandookbaaz,Nawazuddin Siddiqui|Bidita Bag|Jatin Goswami|Shradha Das|Divya Dutta|Murli Sharma|Bhagwan Tiwari|Anita Sahgal|Naveen Tyagi|Sanjay Inamdar|Anil George|Simran Nisha|Jeetu Shivhare|,"Action, Crime, Thriller",6.3,23.0
